"","site","plotid","pre_post_fire","year","status","BA_m2_ha_plot","n_trees_totalPlot","n_trees_acre","n_trees_ha"
"693","downieville","redant51","prefire","2020","DEAD",21.2954149740454,2,20,49.421
"694","downieville","redant51","prefire","2020","LIVE",75.2961948691605,14,140,345.947
"695","downieville","redant52","prefire","2020","DEAD",3.33296097741191,8,80,197.684
"696","downieville","redant52","prefire","2020","LIVE",86.4182333473524,44,440,1087.262
"697","downieville","redant54","prefire","2020","DEAD",2.90411165305828,5,50,123.5525
"698","downieville","redant54","prefire","2020","LIVE",18.9683683438559,18,180,444.789
"699","downieville","redant55","prefire","2020","DEAD",8.52693433485704,3,30,74.1315
"700","downieville","redant55","prefire","2020","LIVE",68.914632795788,13,130,321.2365
"701","downieville","redant56","prefire","2020","DEAD",16.4011917100357,2,20,49.421
"702","downieville","redant56","prefire","2020","LIVE",83.8318820231913,8,80,197.684
"703","downieville","redant57","prefire","2020","DEAD",17.3738220553001,5,50,123.5525
"704","downieville","redant57","prefire","2020","LIVE",57.2148112142186,17,170,420.0785
"705","downieville","redant59","prefire","2020","DEAD",40.7113609582256,6,60,148.263
"706","downieville","redant59","prefire","2020","LIVE",28.5025949642088,9,90,222.3945
"707","downieville","redant62","prefire","2020","LIVE",69.3031046472124,6,60,148.263
"708","drycreek","drycreek21","prefire","2020","LIVE",64.6802915560204,8,80,197.684
"709","drycreek","drycreek22","prefire","2020","DEAD",0.97379480014336,1,10,24.7105
"710","drycreek","drycreek22","prefire","2020","LIVE",31.8107579045934,12,120,296.526
"711","drycreek","drycreek23","postfire","2022","DEAD",1.48912430684391,1,10,24.7105
"712","drycreek","drycreek23","postfire","2022","LIVE",49.8010957436836,5,50,123.5525
"713","drycreek","drycreek23","prefire","2020","DEAD",1.48912430684391,1,10,24.7105
"714","drycreek","drycreek23","prefire","2020","LIVE",49.5345326142997,5,50,123.5525
"715","drycreek","drycreek24","prefire","2020","LIVE",10.4010080171164,2,20,49.421
"716","drycreek","drycreek25","prefire","2020","LIVE",70.4879083752208,4,40,98.842
"717","drycreek","drycreek26","postfire","2022","LIVE",34.5923252373231,8,80,197.684
"718","drycreek","drycreek26","prefire","2020","LIVE",33.3396046784971,8,80,197.684
"719","drycreek","drycreek27","postfire","2022","LIVE",66.3127554065736,7,70,172.9735
"720","drycreek","drycreek27","prefire","2020","LIVE",67.27686582364,7,70,172.9735
"721","drycreek","drycreek28","postfire","2022","LIVE",38.8585191699267,7,70,172.9735
"722","drycreek","drycreek28","prefire","2020","LIVE",38.5458630349157,7,70,172.9735
"723","drycreek","drycreek29","postfire","2022","LIVE",43.0404065692907,11,110,271.8155
"724","drycreek","drycreek29","prefire","2020","LIVE",41.9490454934265,11,110,271.8155
"725","drycreek","drycreek30","postfire","2022","LIVE",33.0951079690702,7,70,172.9735
"726","drycreek","drycreek30","prefire","2020","LIVE",31.3801958611886,7,70,172.9735
"727","drycreek","drycreek31","postfire","2022","LIVE",85.4705417440799,11,110,271.8155
"728","drycreek","drycreek31","prefire","2020","LIVE",82.2663888838665,11,110,271.8155
"729","drycreek","drycreek32","prefire","2020","DEAD",32.420189921203,18,180,444.789
"730","drycreek","drycreek32","prefire","2020","LIVE",9.39765547062776,2,20,49.421
"731","drycreek","drycreek33","prefire","2020","DEAD",21.7076708163734,5,50,123.5525
"732","drycreek","drycreek34","prefire","2020","LIVE",39.3773226336829,7,70,172.9735
"733","drycreek","drycreek35","prefire","2020","DEAD",3.18884027855459,2,20,49.421
"734","drycreek","drycreek35","prefire","2020","LIVE",45.691928551513,11,110,271.8155
"735","drycreek","drycreek36","prefire","2020","DEAD",1.37320282363966,1,10,24.7105
"736","drycreek","drycreek36","prefire","2020","LIVE",48.6442874517244,5,50,123.5525
"737","drycreek","drycreek37","prefire","2020","DEAD",29.2788594017115,5,50,123.5525
"738","drycreek","drycreek37","prefire","2020","LIVE",13.7003550636879,2,20,49.421
"739","drycreek","drycreek38","prefire","2020","DEAD",32.7028225279171,8,80,197.684
"740","drycreek","drycreek39","prefire","2020","DEAD",33.8832352906527,18,180,444.789
"741","drycreek","drycreek39","prefire","2020","LIVE",7.66498542584143,2,20,49.421
"742","drycreek","drycreek40","prefire","2020","DEAD",39.7336846418189,5,50,123.5525
"743","drycreek","drycreek41","prefire","2020","DEAD",15.4831791504917,17,170,420.0785
"744","drycreek","drycreek43","prefire","2020","LIVE",11.86639685201,4,40,98.842
"745","drycreek","drycreek46","prefire","2020","DEAD",1.08536898513268,2,20,49.421
"746","drycreek","drycreek46","prefire","2020","LIVE",29.4164057823978,22,220,543.631
"747","drycreek","drycreek48","prefire","2020","LIVE",46.2761743794689,3,30,74.1315
"748","drycreek","drycreek50","prefire","2020","LIVE",39.9865848339559,8,80,197.684
"749","drycreek","drycreek52","prefire","2020","LIVE",2.00944156194283,6,60,148.263
"750","frenchmeadows","fm010-1","prefire","2019","DEAD",27.921784278146,5,50,123.5525
"751","frenchmeadows","fm010-1","prefire","2019","LIVE",85.0229446961744,19,190,469.4995
"752","frenchmeadows","fm010-10","prefire","2019","DEAD",1.12994819941699,3,30,74.1315
"753","frenchmeadows","fm010-10","prefire","2019","LIVE",57.4014345161594,31,310,766.0255
"754","frenchmeadows","fm010-11","prefire","2019","DEAD",15.9998041132451,3,30,74.1315
"755","frenchmeadows","fm010-11","prefire","2019","LIVE",42.0737537590719,22,220,543.631
"756","frenchmeadows","fm010-12","prefire","2019","DEAD",5.24850866094487,2,20,49.421
"757","frenchmeadows","fm010-12","prefire","2019","LIVE",101.665314419232,24,240,593.052
"758","frenchmeadows","fm010-13","prefire","2019","LIVE",17.5680141198785,10,100,247.105
"759","frenchmeadows","fm010-14","prefire","2019","DEAD",12.7524499770209,5,50,123.5525
"760","frenchmeadows","fm010-14","prefire","2019","LIVE",58.7837200878552,30,300,741.315
"761","frenchmeadows","fm010-15","prefire","2019","DEAD",12.9904645542881,3,30,74.1315
"762","frenchmeadows","fm010-15","prefire","2019","LIVE",31.3989290290545,37,370,914.2885
"763","frenchmeadows","fm010-2","prefire","2019","DEAD",4.77613298359336,10,100,247.105
"764","frenchmeadows","fm010-2","prefire","2019","LIVE",98.2088630019023,49,490,1210.8145
"765","frenchmeadows","fm010-3","prefire","2019","LIVE",109.133487562941,36,360,889.578
"766","frenchmeadows","fm010-4","prefire","2019","DEAD",11.4404829243305,3,30,74.1315
"767","frenchmeadows","fm010-4","prefire","2019","LIVE",66.0165617524145,14,140,345.947
"768","frenchmeadows","fm010-5","prefire","2019","DEAD",3.53707051011893,4,40,98.842
"769","frenchmeadows","fm010-5","prefire","2019","LIVE",49.6645440015398,22,220,543.631
"770","frenchmeadows","fm010-6","prefire","2019","DEAD",64.3760194961382,8,80,197.684
"771","frenchmeadows","fm010-6","prefire","2019","LIVE",61.5900951614029,24,240,593.052
"772","frenchmeadows","fm010-7","prefire","2019","DEAD",1.16261115877288,2,20,49.421
"773","frenchmeadows","fm010-7","prefire","2019","LIVE",69.8456144715468,21,210,518.9205
"774","frenchmeadows","fm010-8","prefire","2019","LIVE",71.9585178494886,24,240,593.052
"775","frenchmeadows","fm010-9","prefire","2019","DEAD",14.9211307436667,3,30,74.1315
"776","frenchmeadows","fm010-9","prefire","2019","LIVE",24.3799395030231,16,160,395.368
"777","frenchmeadows","fm019-1","prefire","2019","DEAD",14.4051607867827,2,20,49.421
"778","frenchmeadows","fm019-1","prefire","2019","LIVE",32.7722046311241,16,160,395.368
"779","frenchmeadows","fm019-10","prefire","2019","DEAD",73.8603443730308,7,70,172.9735
"780","frenchmeadows","fm019-10","prefire","2019","LIVE",92.0777945805835,25,250,617.7625
"781","frenchmeadows","fm019-11","prefire","2019","DEAD",11.5044648680361,4,40,98.842
"782","frenchmeadows","fm019-11","prefire","2019","LIVE",18.5474761278421,12,120,296.526
"783","frenchmeadows","fm019-12","prefire","2019","DEAD",6.3129368658369,5,50,123.5525
"784","frenchmeadows","fm019-12","prefire","2019","LIVE",96.7819011780155,27,270,667.1835
"785","frenchmeadows","fm019-13","prefire","2019","DEAD",5.8494644164144,1,10,24.7105
"786","frenchmeadows","fm019-13","prefire","2019","LIVE",63.1619782468763,13,130,321.2365
"787","frenchmeadows","fm019-14","prefire","2019","DEAD",0.484490859988417,1,10,24.7105
"788","frenchmeadows","fm019-14","prefire","2019","LIVE",1.95343128226303,3,30,74.1315
"789","frenchmeadows","fm019-15","prefire","2019","DEAD",46.5077262321577,16,160,395.368
"790","frenchmeadows","fm019-15","prefire","2019","LIVE",69.8138442609315,32,320,790.736
"791","frenchmeadows","fm019-16","prefire","2019","DEAD",27.2234218720483,2,20,49.421
"792","frenchmeadows","fm019-16","prefire","2019","LIVE",151.477026109896,33,330,815.4465
"793","frenchmeadows","fm019-17","prefire","2019","LIVE",68.554777423015,25,250,617.7625
"794","frenchmeadows","fm019-18","prefire","2019","DEAD",13.8689293150041,9,90,222.3945
"795","frenchmeadows","fm019-18","prefire","2019","LIVE",80.9856049624566,23,230,568.3415
"796","frenchmeadows","fm019-19","prefire","2019","DEAD",2.45694157194174,4,40,98.842
"797","frenchmeadows","fm019-19","prefire","2019","LIVE",49.4152536195277,14,140,345.947
"798","frenchmeadows","fm019-2","prefire","2019","DEAD",22.4696318664457,1,10,24.7105
"799","frenchmeadows","fm019-2","prefire","2019","LIVE",58.9642300016812,24,240,593.052
"800","frenchmeadows","fm019-20","prefire","2019","DEAD",24.3483245530584,9,90,222.3945
"801","frenchmeadows","fm019-20","prefire","2019","LIVE",58.6664206663775,20,200,494.21
"802","frenchmeadows","fm019-21","prefire","2019","DEAD",2.08802285869387,2,20,49.421
"803","frenchmeadows","fm019-21","prefire","2019","LIVE",44.5437566332397,13,130,321.2365
"804","frenchmeadows","fm019-3","prefire","2019","DEAD",14.9822452172328,3,30,74.1315
"805","frenchmeadows","fm019-3","prefire","2019","LIVE",48.7210444358317,16,160,395.368
"806","frenchmeadows","fm019-4","prefire","2019","DEAD",3.54968543797474,7,70,172.9735
"807","frenchmeadows","fm019-4","prefire","2019","LIVE",122.758774102096,37,370,914.2885
"808","frenchmeadows","fm019-5","prefire","2019","DEAD",0.535901542896177,2,20,49.421
"809","frenchmeadows","fm019-5","prefire","2019","LIVE",116.313812312458,37,370,914.2885
"810","frenchmeadows","fm019-6","prefire","2019","DEAD",9.83453953364648,3,30,74.1315
"811","frenchmeadows","fm019-6","prefire","2019","LIVE",16.1363558553889,5,50,123.5525
"812","frenchmeadows","fm019-7","prefire","2019","DEAD",19.7176950584911,4,40,98.842
"813","frenchmeadows","fm019-7","prefire","2019","LIVE",22.1972464626667,8,80,197.684
"814","frenchmeadows","fm019-8","prefire","2019","DEAD",9.33359104470155,3,30,74.1315
"815","frenchmeadows","fm019-8","prefire","2019","LIVE",76.4779224955303,30,300,741.315
"816","frenchmeadows","fm019-9","prefire","2019","LIVE",22.2515876903533,12,120,296.526
"817","frenchmeadows","fm037","prefire","2020","DEAD",6.31448947234223,3,30,74.1315
"818","frenchmeadows","fm037","prefire","2020","LIVE",19.0081732931363,5,50,123.5525
"819","frenchmeadows","fm038","postfire","2022","DEAD",3.87584924958207,5,50,123.5525
"820","frenchmeadows","fm038","postfire","2022","LIVE",40.6495284041508,6,60,148.263
"821","frenchmeadows","fm038","prefire","2020","DEAD",0.57415388567126,1,10,24.7105
"822","frenchmeadows","fm038","prefire","2020","LIVE",44.8218090507631,10,100,247.105
"823","frenchmeadows","fm039","postfire","2022","DEAD",12.8457422204099,4,40,98.842
"824","frenchmeadows","fm039","postfire","2022","LIVE",21.9477037820975,6,60,148.263
"825","frenchmeadows","fm039","prefire","2020","DEAD",11.8682017570725,1,10,24.7105
"826","frenchmeadows","fm039","prefire","2020","LIVE",21.8824069747577,8,80,197.684
"827","frenchmeadows","fm040","postfire","2022","DEAD",2.87748445149186,3,30,74.1315
"828","frenchmeadows","fm040","postfire","2022","LIVE",30.5366259316798,13,130,321.2365
"829","frenchmeadows","fm040","prefire","2020","DEAD",1.49989551447464,1,10,24.7105
"830","frenchmeadows","fm040","prefire","2020","LIVE",31.1847081464815,14,140,345.947
"831","frenchmeadows","fm041","prefire","2020","DEAD",7.84636868082668,9,90,222.3945
"832","frenchmeadows","fm041","prefire","2020","LIVE",123.633027417667,25,250,617.7625
"833","frenchmeadows","fm042","prefire","2020","DEAD",29.6503205081119,2,20,49.421
"834","frenchmeadows","fm042","prefire","2020","LIVE",45.9066734387815,17,170,420.0785
"835","frenchmeadows","fm043","prefire","2020","DEAD",7.75016530024013,6,60,148.263
"836","frenchmeadows","fm043","prefire","2020","LIVE",142.318452633508,13,130,321.2365
"837","frenchmeadows","fm044","prefire","2020","DEAD",41.0666943645518,14,140,345.947
"838","frenchmeadows","fm044","prefire","2020","LIVE",66.1755826218277,14,140,345.947
"839","frenchmeadows","fm045","prefire","2020","DEAD",23.4119863848561,6,60,148.263
"840","frenchmeadows","fm045","prefire","2020","LIVE",34.0681264659609,12,120,296.526
"841","frenchmeadows","fm046","postfire","2022","DEAD",24.8611698893504,19,190,469.4995
"842","frenchmeadows","fm046","postfire","2022","LIVE",24.4082939793268,10,100,247.105
"843","frenchmeadows","fm046","prefire","2020","DEAD",11.2721367120947,3,30,74.1315
"844","frenchmeadows","fm046","prefire","2020","LIVE",47.4384167941968,27,270,667.1835
"845","frenchmeadows","fm047","postfire","2022","DEAD",35.0210193010262,27,270,667.1835
"846","frenchmeadows","fm047","postfire","2022","LIVE",55.2745770872509,6,60,148.263
"847","frenchmeadows","fm047","prefire","2020","DEAD",42.6591640419068,12,120,296.526
"848","frenchmeadows","fm047","prefire","2020","LIVE",63.9623323446882,25,250,617.7625
"849","frenchmeadows","fm048","postfire","2022","DEAD",0.837805877857715,6,60,148.263
"850","frenchmeadows","fm048","postfire","2022","LIVE",48.9443092512983,3,30,74.1315
"851","frenchmeadows","fm048","prefire","2020","DEAD",15.6870703479089,3,30,74.1315
"852","frenchmeadows","fm048","prefire","2020","LIVE",49.8189895336576,10,100,247.105
"853","frenchmeadows","fm049","prefire","2020","DEAD",4.20657384279881,2,20,49.421
"854","frenchmeadows","fm049","prefire","2020","LIVE",25.9022701814998,14,140,345.947
"855","frenchmeadows","fm050","prefire","2020","DEAD",17.6207447123916,9,90,222.3945
"856","frenchmeadows","fm050","prefire","2020","LIVE",31.3637770473947,16,160,395.368
"857","frenchmeadows","fm051","prefire","2020","DEAD",9.08290331683461,4,40,98.842
"858","frenchmeadows","fm051","prefire","2020","LIVE",40.4121154619044,16,160,395.368
"859","frenchmeadows","fm052","prefire","2020","DEAD",2.34245624975493,2,20,49.421
"860","frenchmeadows","fm052","prefire","2020","LIVE",3.61501135668653,4,40,98.842
"861","frenchmeadows","fm053","prefire","2020","LIVE",63.1678927072825,23,230,568.3415
"862","frenchmeadows","fm054","prefire","2020","DEAD",13.8744216605167,2,20,49.421
"863","frenchmeadows","fm054","prefire","2020","LIVE",29.7934126051594,16,160,395.368
"864","frenchmeadows","fm055","prefire","2020","DEAD",6.27524734292,4,40,98.842
"865","frenchmeadows","fm055","prefire","2020","LIVE",56.2860614103112,16,160,395.368
"866","frenchmeadows","fm056","prefire","2020","DEAD",3.89517920057344,1,10,24.7105
"867","frenchmeadows","fm056","prefire","2020","LIVE",43.6756555209467,26,260,642.473
"868","frenchmeadows","fm057","prefire","2020","DEAD",46.6572082753537,5,50,123.5525
"869","frenchmeadows","fm057","prefire","2020","LIVE",75.3958139840588,20,200,494.21
"870","frenchmeadows","fm062","prefire","2020","DEAD",1.49882809750222,2,20,49.421
"871","frenchmeadows","fm062","prefire","2020","LIVE",40.7533007414508,20,200,494.21
"872","frenchmeadows","fm063","prefire","2020","DEAD",8.73927268204232,5,50,123.5525
"873","frenchmeadows","fm063","prefire","2020","LIVE",78.5773958272009,39,390,963.7095
"874","frenchmeadows","fm064","prefire","2020","DEAD",7.67152578074514,7,70,172.9735
"875","frenchmeadows","fm064","prefire","2020","LIVE",41.0635503363785,25,250,617.7625
"876","frenchmeadows","fm069","prefire","2020","LIVE",4.42669463009206,6,60,148.263
"877","frenchmeadows","fm19-20","postfire","2022","DEAD",21.8287935313705,13,130,321.2365
"878","frenchmeadows","fm19-20","postfire","2022","LIVE",53.9058185997328,11,110,271.8155
"879","frenchmeadows","fm19-3","postfire","2022","DEAD",30.2228247493712,11,110,271.8155
"880","frenchmeadows","fm19-3","postfire","2022","LIVE",36.4206940655818,8,80,197.684
"881","frenchmeadows","fm19-6","postfire","2022","DEAD",0.19797673701097,1,10,24.7105
"882","frenchmeadows","fm19-6","postfire","2022","LIVE",16.5070988812806,4,40,98.842
"883","frenchmeadows","fm19-7","postfire","2022","DEAD",14.9944331782996,5,50,123.5525
"884","frenchmeadows","fm19-7","postfire","2022","LIVE",22.0189101979482,6,60,148.263
"885","henrycoe","hcm001","postfire","2022","LIVE",31.784514002758,10,100,247.105
"886","henrycoe","hcm001","prefire","2021","DEAD",0.827849788642282,4,40,98.842
"887","henrycoe","hcm001","prefire","2021","LIVE",42.7154266201437,19,190,469.4995
"888","henrycoe","hcm002","postfire","2022","LIVE",84.9816841782952,15,150,370.6575
"889","henrycoe","hcm002","prefire","2021","LIVE",82.3029333594857,15,150,370.6575
"890","henrycoe","hcm003","postfire","2022","DEAD",3.02610770921463,2,20,49.421
"891","henrycoe","hcm003","postfire","2022","LIVE",26.4767539960534,9,90,222.3945
"892","henrycoe","hcm003","prefire","2021","DEAD",3.02610770921463,2,20,49.421
"893","henrycoe","hcm003","prefire","2021","LIVE",25.9459178318809,8,80,197.684
"894","henrycoe","hcm004","postfire","2022","LIVE",13.5650648143296,3,30,74.1315
"895","henrycoe","hcm004","prefire","2021","LIVE",13.3808674600534,3,30,74.1315
"896","henrycoe","hcm005","postfire","2022","LIVE",21.6644889479439,10,100,247.105
"897","henrycoe","hcm005","prefire","2021","LIVE",20.9519007847411,10,100,247.105
"898","henrycoe","hcm006","postfire","2022","LIVE",35.6805471369094,12,120,296.526
"899","henrycoe","hcm006","prefire","2021","LIVE",35.1516129157059,12,120,296.526
"900","henrycoe","hcm007","postfire","2022","DEAD",5.15690487713036,3,30,74.1315
"901","henrycoe","hcm007","postfire","2022","LIVE",50.5051251635258,11,110,271.8155
"902","henrycoe","hcm007","prefire","2021","DEAD",5.15690487713036,3,30,74.1315
"903","henrycoe","hcm007","prefire","2021","LIVE",44.1547704809104,11,110,271.8155
"904","henrycoe","hcm008","postfire","2022","LIVE",35.2250123882454,15,150,370.6575
"905","henrycoe","hcm008","prefire","2021","LIVE",34.904302106988,15,150,370.6575
"906","henrycoe","hcm009","postfire","2022","LIVE",31.8469675994349,9,90,222.3945
"907","henrycoe","hcm009","prefire","2021","LIVE",33.5300755334339,8,80,197.684
"908","henrycoe","hcm010","postfire","2022","LIVE",11.2460335152239,6,60,148.263
"909","henrycoe","hcm010","prefire","2021","LIVE",10.9949770433119,6,60,148.263
"910","henrycoe","hcm011","postfire","2022","LIVE",55.3161093112685,5,50,123.5525
"911","henrycoe","hcm011","prefire","2021","LIVE",54.4178294100282,5,50,123.5525
"912","henrycoe","hcm012","postfire","2022","DEAD",3.42312860020898,5,50,123.5525
"913","henrycoe","hcm012","postfire","2022","LIVE",11.3629059699126,17,170,420.0785
"914","henrycoe","hcm012","prefire","2021","DEAD",1.30964299482769,4,40,98.842
"915","henrycoe","hcm012","prefire","2021","LIVE",13.0851007726833,18,180,444.789
"916","henrycoe","hcm013","postfire","2022","DEAD",1.00888370716383,1,10,24.7105
"917","henrycoe","hcm013","postfire","2022","LIVE",0.650639163640109,2,20,49.421
"918","henrycoe","hcm013","prefire","2021","DEAD",1.00888370716383,1,10,24.7105
"919","henrycoe","hcm013","prefire","2021","LIVE",0.619320179290394,2,20,49.421
"920","henrycoe","hcm014","postfire","2022","DEAD",3.0979545752488,2,20,49.421
"921","henrycoe","hcm014","postfire","2022","LIVE",24.0069840128614,11,110,271.8155
"922","henrycoe","hcm014","prefire","2021","DEAD",3.0979545752488,2,20,49.421
"923","henrycoe","hcm014","prefire","2021","LIVE",22.7321485151251,11,110,271.8155
"924","independence","indy01","prefire","2020","DEAD",2.97885510060396,9,90,222.3945
"925","independence","indy01","prefire","2020","LIVE",70.4844974928044,86,860,2125.103
"926","independence","indy03","prefire","2020","LIVE",24.190715585186,5,50,123.5525
"927","independence","indy05","prefire","2020","LIVE",15.8858622033352,11,110,271.8155
"928","independence","indy06","prefire","2020","LIVE",34.3823157998959,23,230,568.3415
"929","independence","indy07","prefire","2020","DEAD",0.601169238864013,1,10,24.7105
"930","independence","indy07","prefire","2020","LIVE",28.4258379801016,20,200,494.21
"931","independence","indy08","prefire","2020","LIVE",39.5027926468949,57,570,1408.4985
"932","independence","indy09","prefire","2020","DEAD",5.45158959184211,1,10,24.7105
"933","independence","indy09","prefire","2020","LIVE",81.6186802650052,38,380,938.999
"934","independence","indy10","prefire","2020","LIVE",27.7589934860621,18,180,444.789
"935","independence","indy11","prefire","2020","LIVE",24.6647457588447,5,50,123.5525
"936","independence","indy12","prefire","2020","LIVE",9.48869643458408,13,130,321.2365
"937","independence","indy13","prefire","2020","DEAD",3.34247069225706,1,10,24.7105
"938","independence","indy13","prefire","2020","LIVE",48.067668803226,8,80,197.684
"939","independence","indy14","prefire","2020","LIVE",27.2704658491598,19,190,469.4995
"940","independence","indy16","prefire","2020","DEAD",1.38253787025296,2,20,49.421
"941","independence","indy16","prefire","2020","LIVE",18.5912984464551,10,100,247.105
"942","independence","indy17","prefire","2020","DEAD",6.21430753758577,2,20,49.421
"943","independence","indy17","prefire","2020","LIVE",29.1302749591514,12,120,296.526
"944","independence","indy18","prefire","2020","DEAD",4.74732728102414,4,40,98.842
"945","independence","indy18","prefire","2020","LIVE",12.2098576704658,15,150,370.6575
"946","independence","indy19","prefire","2020","LIVE",35.1020653606045,11,110,271.8155
"947","independence","indy20","prefire","2020","LIVE",1.20594828785292,3,30,74.1315
"948","independence","indy21","prefire","2020","LIVE",22.7328568918432,8,80,197.684
"949","independence","indy22","prefire","2020","DEAD",2.1766184674043,2,20,49.421
"950","independence","indy22","prefire","2020","LIVE",55.5449538063636,17,170,420.0785
"951","independence","indy23","prefire","2020","DEAD",1.10858045238737,1,10,24.7105
"952","independence","indy23","prefire","2020","LIVE",16.3135373690191,14,140,345.947
"953","independence","indy24","prefire","2020","DEAD",2.78646289511685,3,30,74.1315
"954","independence","indy24","prefire","2020","LIVE",26.7928258653761,19,190,469.4995
"955","independence","indy25","prefire","2020","LIVE",35.5376151524077,11,110,271.8155
"956","independence","indy26","prefire","2020","DEAD",9.24301586269683,3,30,74.1315
"957","independence","indy26","prefire","2020","LIVE",40.8042068272443,31,310,766.0255
"958","independence","indy27","prefire","2020","LIVE",32.827656942841,22,220,543.631
"959","independence","indy28","prefire","2020","DEAD",7.69856054151921,5,50,123.5525
"960","independence","indy28","prefire","2020","LIVE",36.0009857120283,15,150,370.6575
"961","independence","indy29","prefire","2020","LIVE",16.4967352328575,6,60,148.263
"962","independence","indy30","prefire","2020","LIVE",6.31311153406875,9,90,222.3945
"963","independence","indy31","prefire","2020","DEAD",17.6183381723083,6,60,148.263
"964","independence","indy31","prefire","2020","LIVE",35.3116672388241,13,130,321.2365
"965","independence","indy32","prefire","2020","DEAD",1.42005757683334,1,10,24.7105
"966","independence","indy32","prefire","2020","LIVE",33.2045909871727,28,280,691.894
"967","independence","indy33","prefire","2020","DEAD",5.85500042898497,2,20,49.421
"968","independence","indy33","prefire","2020","LIVE",27.703628508461,11,110,271.8155
"969","independence","indy34","prefire","2020","LIVE",19.6624853415406,7,70,172.9735
"970","independence","indy35","prefire","2020","LIVE",8.26192866387375,11,110,271.8155
"971","independence","indy36","prefire","2020","DEAD",13.4680657229091,6,60,148.263
"972","independence","indy36","prefire","2020","LIVE",58.8318508895204,33,330,815.4465
"973","independence","indy37","prefire","2020","DEAD",0.19797673701097,1,10,24.7105
"974","independence","indy37","prefire","2020","LIVE",66.5814145547398,27,270,667.1835
"975","independence","indy38","prefire","2020","LIVE",24.0358624938606,14,140,345.947
"976","independence","indy39","prefire","2020","LIVE",13.8050541129958,27,270,667.1835
"977","independence","indy40","prefire","2020","LIVE",34.7499730203582,9,90,222.3945
"978","klamath","klamath001","prefire","2021","DEAD",9.96604530464798,29,290,716.6045
"979","klamath","klamath001","prefire","2021","LIVE",20.0646637972699,3,30,74.1315
"980","klamath","klamath002","prefire","2021","DEAD",3.2806769533449,7,70,172.9735
"981","klamath","klamath002","prefire","2021","LIVE",30.8613923974324,13,130,321.2365
"982","klamath","klamath003","prefire","2021","DEAD",13.6410260876029,11,110,271.8155
"983","klamath","klamath003","prefire","2021","LIVE",13.0847271767429,10,100,247.105
"984","klamath","klamath005","prefire","2021","DEAD",23.632883475402,9,90,222.3945
"985","klamath","klamath005","prefire","2021","LIVE",26.5831269492499,8,80,197.684
"986","klamath","klamath008","postfire","2022","DEAD",5.35690000259826,23,230,568.3415
"987","klamath","klamath008","postfire","2022","LIVE",2.57548307862373,10,100,247.105
"988","klamath","klamath008","prefire","2021","DEAD",2.15482375358572,9,90,222.3945
"989","klamath","klamath008","prefire","2021","LIVE",1.51113250405697,9,90,222.3945
"990","klamath","klamath009","prefire","2021","DEAD",9.41332224064561,14,140,345.947
"991","klamath","klamath009","prefire","2021","LIVE",41.4909052769707,14,140,345.947
"992","klamath","klamath010","prefire","2021","DEAD",3.35838976083202,5,50,123.5525
"993","klamath","klamath010","prefire","2021","LIVE",124.544853810666,16,160,395.368
"994","klamath","klamath011","prefire","2021","DEAD",0.257907348116731,2,20,49.421
"995","klamath","klamath011","prefire","2021","LIVE",50.5226113942921,19,190,469.4995
"996","klamath","klamath012","prefire","2021","DEAD",12.7497911383805,16,160,395.368
"997","klamath","klamath012","prefire","2021","LIVE",45.9992864168245,13,130,321.2365
"998","klamath","klamath013","prefire","2021","DEAD",1.81276513288007,4,40,98.842
"999","klamath","klamath013","prefire","2021","LIVE",117.09634054683,26,260,642.473
"1000","klamath","klamath014","prefire","2021","DEAD",5.40479791328771,2,20,49.421
"1001","klamath","klamath014","prefire","2021","LIVE",138.422594167588,25,250,617.7625
"1002","klamath","klamath015","prefire","2021","DEAD",0.178860269414086,1,10,24.7105
"1003","klamath","klamath015","prefire","2021","LIVE",48.8803806784413,19,190,469.4995
"1004","klamath","klamath016","prefire","2021","DEAD",4.77069400892937,8,80,197.684
"1005","klamath","klamath016","prefire","2021","LIVE",36.1583617889249,19,190,469.4995
"1006","klamath","klamath017","prefire","2021","DEAD",5.2858876625607,17,170,420.0785
"1007","klamath","klamath017","prefire","2021","LIVE",58.2829656747235,50,500,1235.525
"1008","klamath","klamath018","prefire","2021","DEAD",7.38310971479866,9,90,222.3945
"1009","klamath","klamath018","prefire","2021","LIVE",66.4026901383949,8,80,197.684
"1010","lonebobcatwoods","lbw001","prefire","2020","LIVE",69.6940994842079,17,170,420.0785
"1011","lonebobcatwoods","lbw002","prefire","2020","DEAD",1.38354706448142,1,10,24.7105
"1012","lonebobcatwoods","lbw002","prefire","2020","LIVE",50.3162505821523,18,180,444.789
"1013","lonebobcatwoods","lbw003","prefire","2020","DEAD",1.33221401189893,1,10,24.7105
"1014","lonebobcatwoods","lbw003","prefire","2020","LIVE",107.797780186405,25,250,617.7625
"1015","lonebobcatwoods","lbw004","prefire","2020","LIVE",36.0868642593544,9,90,222.3945
"1016","lonebobcatwoods","lbw005","prefire","2020","LIVE",25.6315004588655,8,80,197.684
"1017","lonebobcatwoods","lbw006","postfire","2022","DEAD",0.325212840122813,2,20,49.421
"1018","lonebobcatwoods","lbw006","postfire","2022","LIVE",32.767663257096,24,240,593.052
"1019","lonebobcatwoods","lbw006","prefire","2020","LIVE",31.5392215824971,26,260,642.473
